Nombre;CUIT;NroPrestador;Sucursal;Provincia;Seccional;Partido;Localidad;Domicilio;Telefono;Clasificacion prestador;Tipo de prestador;Especialidad;Plan;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Ginecologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hematologia e Inmunologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Infectologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nefrologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neumonologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neurologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nutricion;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Oftalmologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Oncologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Otorrinolaringologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Patologia Mamaria;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Pediatria;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Proctologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Reumatologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia Infantil;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hemodinamia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Internacion;Internacion Traumatologica;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Internacion;Piso;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Internacion;UCO;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Internacion;UTI;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Internacion;UTIP;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Cirugias;Artroscopica;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Cirugias;Cabeza y Cuello;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Cirugias;Endoscopica;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Cirugias;General;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Cirugias;Laparoscopica;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Cirugias;Miembro Superior y Mano;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;Cirugias;Pierna y Pie;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Anatomia Patologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Audiometria;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Camara Gamma - Medicina Nuclear - Radioisotopos;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Colposcopia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Eco-Doppler;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia Infantil;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Electrocardiograma;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Electroencefalograma;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Electromiograma;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Endoscopia Digestiva;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Espirometria;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Potenciales Evocados;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia Infantil;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Resonancia Magnetica Nuclear;Superador;
INSTITUTO DUPUYTREN;30546050919;1040;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Belgrano 3402;4860-7511;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;Cardiologica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;Clinica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;General;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;Por Electrocucion;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;Por envenenamiento;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;Por intoxicacion;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;Quemados;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaActiva;Quirurgica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaPasiva;Ginecologica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaPasiva;Otorrinolaringologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;GuardiaPasiva;Traumatologica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Cardiologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Clinica Medica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Dermatologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Diabetologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Endocrinologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Estomatologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Flebologia y Linfologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Gastroenterologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Ginecologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hemoterapia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hepatologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Infectologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nefrologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neumonologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neurologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Oncologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Osteoporosis y Litiasis renal;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Otorrinolaringologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Patologia Mamaria;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Proctologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Quemados;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Reumatologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hemodinamia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;Internacion Cardiologica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;Internacion Neurologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;Internacion Otorrinolaringologica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;Piso;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;Respirador;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;Telemetria;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;UCO;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Internacion;UTI;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Artroscopica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Cabeza y Cuello;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Cardiaca;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Endoscopica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;General;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Laparoscopica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Miembro Superior y Mano;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Pierna y Pie;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Plastica Reparadora;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Toracica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;Cirugias;Vascular Periferica;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;DiagnosticoyTratamiento;Anatomia Patologia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;DiagnosticoyTratamiento;Colposcopia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;DiagnosticoyTratamiento;Eco-Doppler;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Superador;
IMAC INSTITUTO MEDICO DE ALTA COMPLEJIDAD;30707816836;7775;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Av. Diaz Velez 4363;4956-8200;Clinicas y Sanatorios;DiagnosticoyTratamiento;Eco Estres;Superador;
