Nombre;CUIT;NroPrestador;Sucursal;Provincia;Seccional;Partido;Localidad;Domicilio;Telefono;Clasificacion prestador;Tipo de prestador;Especialidad;Plan;Fecha-Hora Transcripción;lat;lon
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;GuardiaActiva;Clinica;Universal;;-34.6613627;-58.3707174
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;GuardiaActiva;General;Universal;;-34.6613627;-58.3707174
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Adolescencia;Universal;;-34.6613627;-58.3707174
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;DiagnosticoyTratamiento;Eco-Doppler;Universal;;-34.6613627;-58.3707174
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Universal;;-34.6613627;-58.3707174
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;DiagnosticoyTratamiento;Estudios Mamarios;Universal;;-34.6613627;-58.3707174
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Universal;;-34.6613627;-58.3707174
CLINICA AVELLANEDA MEDICAL CENTER;33694503859;900009;1;Buenos Aires;GBA SUR;Avellaneda;Avellaneda;Juan B. Palaa 325;011 5258 8783;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Universal;;-34.6613627;-58.3707174
CLINICA DE SALUD MENTAL DR. GUTIERREZ WALKER;33710701429;900007;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Quindimil 546;11 6653 1015;Salud Mental;EspecialidadesAmbulatorio;Psicologia;Universal;;-34.6945672;-58.3965846
CLINICA DE SALUD MENTAL DR. GUTIERREZ WALKER;33710701429;900007;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Quindimil 546;11 6653 1015;Salud Mental;EspecialidadesAmbulatorio;Psicopedagogia;Universal;;-34.6945672;-58.3965846
CLINICA DE SALUD MENTAL DR. GUTIERREZ WALKER;33710701429;900007;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Quindimil 546;11 6653 1015;Salud Mental;EspecialidadesAmbulatorio;Psiquiatria;Universal;;-34.6945672;-58.3965846
CLINICA DE SALUD MENTAL DR. GUTIERREZ WALKER;33710701429;900007;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Quindimil 546;11 6653 1015;Salud Mental;EspecialidadesAmbulatorio;Psiquiatria Infantil;Universal;;-34.6945672;-58.3965846
CLINICA DE SALUD MENTAL DR. GUTIERREZ WALKER;33710701429;900007;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Quindimil 546;11 6653 1015;Salud Mental;Internacion;Internacion Psiquiatrica;Universal;;-34.6945672;-58.3965846
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;GuardiaActiva;Clinica;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;GuardiaActiva;Ginecologica;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;GuardiaActiva;Pediatrica;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;GuardiaActiva;Traumatologica;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Alergia e Inmunologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Cardiologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Clinica Medica;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Dermatologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Diabetologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Endocrinologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Fonoaudiologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Gastroenterologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Ginecologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hematologia e Inmunologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hemoterapia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nefrologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neumonologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neurologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nutricion;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Otorrinolaringologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Pediatria;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Reumatologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;Internacion;Internacion Traumatologica;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;Internacion;Piso;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;Internacion;UCO;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;Internacion;UTI;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;DiagnosticoyTratamiento;Anatomia Patologia;Universal;;-34.7784075;-58.3135723
SANATORIO SOLANO INSTITUTO MEDICO MODELO;30627326463;900006;1;Buenos Aires;GBA SUR;Quilmes;San Francisco Solano;Calle 841 2469;11 3623 8402;Clinicas y Sanatorios;DiagnosticoyTratamiento;Endoscopia Digestiva;Universal;;-34.7784075;-58.3135723
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;EspecialidadesAmbulatorio;Fonoaudiologia;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Audiometria;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Camara Gamma - Medicina Nuclear - Radioisotopos;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Densitometria Osea;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Eco-Doppler;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Ecografia;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Eco Estres;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Electrocardiograma;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Electroencefalograma;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Electromiograma;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Ergometria;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Estudios Mamarios;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Polisomnografia;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Presurometria;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Radiologia;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Resonancia Magnetica Nuclear;Universal;;-34.6959852;-58.3909326
CENTRO DIAGNOSTICO DE BIOIMAGENES SA;30712063617;900004;1;Buenos Aires;GBA SUR;Lanus;Lanus Oeste;Hipolito Yrigoyen 3502;011 5263-3220;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Tomografia Computada;Universal;;-34.6959852;-58.3909326
CENTRO DE OJOS SOLANO;30658061379;900003;1;Buenos Aires;GBA SUR;Almirante Brown;San Francisco Solano;Calle 843 2393;11 7540 7785;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia;Universal;;-34.765984;-58.3232959
CENTRO DE OJOS SOLANO;30658061379;900003;1;Buenos Aires;GBA SUR;Almirante Brown;San Francisco Solano;Calle 843 2393;11 7540 7785;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia Infantil;Universal;;-34.765984;-58.3232959
CENTRO DE OJOS SOLANO;30658061379;900003;1;Buenos Aires;GBA SUR;Almirante Brown;San Francisco Solano;Calle 843 2393;11 7540 7785;Centros Medicos;Cirugias;Oftalmologica;Universal;;-34.765984;-58.3232959
CENTRO DE OJOS SOLANO;30658061379;900003;1;Buenos Aires;GBA SUR;Almirante Brown;San Francisco Solano;Calle 843 2393;11 7540 7785;Centros Medicos;DiagnosticoyTratamiento;Campo visual computarizado;Universal;;-34.765984;-58.3232959
CENTRO DE OJOS SOLANO;30658061379;900003;1;Buenos Aires;GBA SUR;Almirante Brown;San Francisco Solano;Calle 843 2393;11 7540 7785;Centros Medicos;DiagnosticoyTratamiento;Estudios Oftalmologicos;Universal;;-34.765984;-58.3232959
CENTRO DE OJOS LOMAS;30659406116;900002;1;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Avenida Almirante Brown 2461;11 77016567;Centros Medicos;GuardiaActiva;Oftalmologica;Universal;;-34.7934303;-58.4003856
CENTRO DE OJOS LOMAS;30659406116;900002;1;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Avenida Almirante Brown 2461;11 77016567;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia;Universal;;-34.7934303;-58.4003856
CENTRO DE OJOS LOMAS;30659406116;900002;1;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Avenida Almirante Brown 2461;11 77016567;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia Infantil;Universal;;-34.7934303;-58.4003856
CENTRO DE OJOS LOMAS;30659406116;900002;1;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Avenida Almirante Brown 2461;11 77016567;Centros Medicos;Cirugias;Oftalmologica;Universal;;-34.7934303;-58.4003856
CENTRO DE OJOS LOMAS;30659406116;900002;1;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Avenida Almirante Brown 2461;11 77016567;Centros Medicos;DiagnosticoyTratamiento;Campo visual computarizado;Universal;;-34.7934303;-58.4003856
CENTRO DE OJOS LOMAS;30659406116;900002;1;Buenos Aires;GBA SUR;Lomas de Zamora;Lomas de Zamora;Avenida Almirante Brown 2461;11 77016567;Centros Medicos;DiagnosticoyTratamiento;Estudios Oftalmologicos;Universal;;-34.7934303;-58.4003856
CENTRO DE OJOS BANFIELD;30597678351;900001;1;Buenos Aires;GBA SUR;Lomas de Zamora;Banfield;Alsina 281;11 4202 2116;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia;Universal;;-34.7394486;-58.3926396
CENTRO DE OJOS BANFIELD;30597678351;900001;1;Buenos Aires;GBA SUR;Lomas de Zamora;Banfield;Alsina 281;11 4202 2116;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia Infantil;Universal;;-34.7394486;-58.3926396
CENTRO DE OJOS BANFIELD;30597678351;900001;1;Buenos Aires;GBA SUR;Lomas de Zamora;Banfield;Alsina 281;11 4202 2116;Centros Medicos;Cirugias;Oftalmologica;Universal;;-34.7394486;-58.3926396
CENTRO DE OJOS BANFIELD;30597678351;900001;1;Buenos Aires;GBA SUR;Lomas de Zamora;Banfield;Alsina 281;11 4202 2116;Centros Medicos;DiagnosticoyTratamiento;Campo visual computarizado;Universal;;-34.7394486;-58.3926396
CENTRO DE OJOS BANFIELD;30597678351;900001;1;Buenos Aires;GBA SUR;Lomas de Zamora;Banfield;Alsina 281;11 4202 2116;Centros Medicos;DiagnosticoyTratamiento;Estudios Oftalmologicos;Universal;;-34.7394486;-58.3926396
LABORATORIO BAVASSO;30591189855;72247;1;Buenos Aires;GBA OESTE;La Matanza;Ramos Mejia;Avenida Rivadavia 14340;011 4654-5020;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Laboratorio;Universal;;-34.6415331;-58.5693573
APE SALUD PRIDELSA SA;30700988992;71679;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 5;Almagro;Yatay 848;0810-222-8633;Rehabilitacion;Internacion;Internacion Psiquiatrica;Universal;;-34.6017951;-58.4285645
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Adolescencia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Cardiologia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Clinica Medica;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Dermatologia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Fonoaudiologia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Ginecologia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Kinesiologia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Nutricion;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Nutricion Infantil;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Patologia Mamaria;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Pediatria;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Psicologia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Audiometria;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Eco-Doppler;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Ecografia;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Ecografia Infantil;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Electrocardiograma;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Electromiograma;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Ergometria;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Espirometria;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Estudios Mamarios;Universal;;-31.2341995;-64.3177195
ESTIX S.A.S. Centro Medico Unquillo;30717147835;71273;1;Cordoba;CORDOBA;Colon;Unquillo;Av. San Martin 4700;0351 365 1783;Centros Medicos;DiagnosticoyTratamiento;Holter;Universal;;-31.2341995;-64.3177195
CENTRO DE IMAGENES VARELA;30716787229;70404;1;Buenos Aires;GBA SUR;Florencio Varela;Florencio Varela;Mitre 263;4355-0329;Diagnostico y Tratamiento;DiagnosticoyTratamiento;Eco-Doppler;Universal;;-34.808786;-58.2735514
